"date","time","year","month","day","season","time_of_day","lat","lon","swell","beaufort","id","home_screen","effort","group","species","age","count","behaviour","distance_band","shag_plumage","note","species_nice_name"
2025-07-27,15H 31M 8S,2025,7,27,"winter","afternoon",-46.71447785,168.2902722,"0-0.5","3",8,"seabirds",NA,"mollymawk_sooty","Thalassarche_sp","dont_know",1,"flying_W",NA,NA,NA,"Unknown (Thalassarche) mollymawk"
2025-07-27,15H 37M 10S,2025,7,27,"winter","afternoon",-46.67964308,168.3167526,"0-0.5","3",NA,"note",NA,NA,NA,NA,NA,NA,NA,NA,"Rain avg",NA
2025-07-27,15H 37M 51S,2025,7,27,"winter","afternoon",-46.67567664,168.3196851,"0-0.5","3",8,"seabirds",NA,"mollymawk_sooty","Thalassarche_sp",NA,1,"flying_N",NA,NA,NA,"Unknown (Thalassarche) mollymawk"
2025-07-27,15H 38M 41S,2025,7,27,"winter","afternoon",-46.67103935,168.323318,"0-0.5","3",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27,15H 39M 33S,2025,7,27,"winter","afternoon",-46.66597417,168.3268053,"0-0.5","1",8,"seabirds",NA,"mollymawk_sooty","Buller's_mollymawk","adult",1,"flying_E",NA,NA,NA,"Buller's mollymawk"
2025-07-27,15H 42M 48S,2025,7,27,"winter","afternoon",-46.64705206,168.3408361,"0-0.5","1",8,"seabirds",NA,"mollymawk_sooty","Thalassarche_sp","dont_know",1,"flying_N",NA,NA,NA,"Unknown (Thalassarche) mollymawk"
2025-07-27,15H 42M 55S,2025,7,27,"winter","afternoon",-46.64627778,168.3414319,"0-0.5","1",8,"seabirds",NA,"mollymawk_sooty","Thalassarche_sp",NA,1,"flying_S",NA,NA,NA,"Unknown (Thalassarche) mollymawk"
2025-07-27,15H 49M 44S,2025,7,27,"winter","afternoon",-46.60500035,168.3582838,"0-0.5","1",8,"seabirds",NA,"gull","black-billed_gull","adult",1,"flying_E",NA,NA,NA,"Black-billed gull"
2025-07-27,15H 49M 56S,2025,7,27,"winter","afternoon",-46.60378631,168.3574098,"0-0.5","1",NA,"effort","OFF",NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27,16H 37M 27S,2025,7,27,"winter","afternoon",-46.60595727,168.3609126,"0-0.5","1",NA,"note",NA,NA,NA,NA,NA,NA,NA,NA,"Rain",NA
2025-07-27,16H 37M 32S,2025,7,27,"winter","afternoon",-46.60646999,168.3610957,"0-0.5","1",9,"effort","ON",NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27,16H 38M 51S,2025,7,27,"winter","afternoon",-46.6149508,168.3620867,"0-0.5","1",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27,16H 41M 54S,2025,7,27,"winter","afternoon",-46.63285442,168.3464521,"0-0.5","2",9,"seabirds",NA,"mollymawk_sooty","Buller's_mollymawk",NA,1,"flying_W",NA,NA,NA,"Buller's mollymawk"
2025-07-27,16H 42M 51S,2025,7,27,"winter","afternoon",-46.63810249,168.3415019,"0-0.5","2",9,"seabirds",NA,"mollymawk_sooty","Buller's_mollymawk",NA,1,"flying_S",NA,NA,NA,"Buller's mollymawk"
2025-07-27,16H 51M 15S,2025,7,27,"winter","afternoon",-46.68463015,168.2992094,"0-0.5","2",9,"seabirds",NA,"mollymawk_sooty","Buller's_mollymawk",NA,1,"flying_W",NA,NA,NA,"Buller's mollymawk"
2025-07-27,16H 55M 53S,2025,7,27,"winter","afternoon",-46.71050554,168.2768683,"0-0.5","2",9,"seabirds",NA,"mollymawk_sooty","Thalassarche_sp","dont_know",1,"sitting_on_water","50-100m",NA,NA,"Unknown (Thalassarche) mollymawk"
2025-07-27,16H 56M 3S,2025,7,27,"winter","afternoon",-46.71138443,168.2762151,"0-0.5","2",9,"seabirds",NA,"shag","stewart_island_shag","dont_know",1,"sitting_on_water","0-50m","bronze","Likely bronze si shag","Stewart Island shag"
2025-07-27,16H 59M 32S,2025,7,27,"winter","afternoon",-46.73178443,168.2618956,"0-0.5","2",9,"seabirds",NA,"shag","stewart_island_shag",NA,1,"flying_E",NA,"pied",NA,"Stewart Island shag"
2025-07-27,17H 1M 52S,2025,7,27,"winter","afternoon",-46.74531018,168.2522698,"0-0.5","2",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27,17H 10M 10S,2025,7,27,"winter","afternoon",-46.79433371,168.2211188,"0-0.5","2",9,"seabirds",NA,"diving_petrel","common_diving_petrel",NA,1,"flying_E",NA,NA,NA,"Common diving petrel"
2025-07-27,17H 26M 8S,2025,7,27,"winter","afternoon",-46.88485009,168.1520059,"0-0.5","2",9,"seabirds",NA,"shag","little_shag","dont_know",1,"sitting_on_water","0-50m",NA,"Little?","Little shag"
2025-07-27,17H 27M 37S,2025,7,27,"winter","afternoon",-46.89153701,168.1419765,"0-0.5","2",NA,"effort","OFF",NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-28,8H 3M 0S,2025,7,28,"winter","morning",-46.8892390653491,168.146742274985,"0-0.5","2",10,"effort","ON",NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-28,8H 3M 15S,2025,7,28,"winter","morning",-46.8883112305775,168.148292507976,"0-0.5","2",NA,"note",NA,NA,NA,NA,NA,NA,NA,NA,"Still dark but well start anyways",NA
2025-07-28,8H 6M 13S,2025,7,28,"winter","morning",-46.871858141385,168.163894833997,"0-0.5","2",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-28,8H 6M 22S,2025,7,28,"winter","morning",-46.8709787121043,168.164621880278,"0-0.5","2",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-28,8H 8M 27S,2025,7,28,"winter","morning",-46.8585721123964,168.174922065809,"1-1.5","2",10,"seabirds",NA,"shag","stewart_island_shag",NA,1,"sitting_on_water","50-100m","bronze",NA,"Stewart Island shag"
2025-07-28,8H 28M 43S,2025,7,28,"winter","morning",-46.737373941578,168.265630183741,"1-1.5","2",10,"seabirds",NA,"diving_petrel","common_diving_petrel","dont_know",1,"flying_N",NA,NA,NA,"Common diving petrel"
2025-07-28,8H 29M 4S,2025,7,28,"winter","morning",-46.7354127019644,168.267099447548,"1-1.5","2",10,"seabirds",NA,"diving_petrel","common_diving_petrel",NA,1,"flying_E",NA,NA,NA,"Common diving petrel"
2025-07-28,8H 30M 12S,2025,7,28,"winter","morning",-46.7286363523454,168.272242750973,"1-1.5","2",10,"seabirds",NA,"diving_petrel","common_diving_petrel","dont_know",1,"flying_N",NA,NA,NA,"Common diving petrel"
2025-07-28,8H 31M 25S,2025,7,28,"winter","morning",-46.721621202305,168.27788268216,"1-1.5","2",NA,"note",NA,NA,NA,NA,NA,NA,NA,NA,"Light is now okay",NA
2025-07-28,8H 44M 25S,2025,7,28,"winter","morning",-46.6475472645834,168.336893543601,"1-1.5","2",10,"seabirds",NA,"tern","black-fronted_tern",NA,1,"flying_N",NA,NA,NA,"Black-fronted tern"
2025-07-28,8H 44M 51S,2025,7,28,"winter","morning",-46.6452168859541,168.338755331934,"1-1.5","2",10,"seabirds",NA,"mollymawk_sooty","Buller's_mollymawk",NA,1,"flying_S",NA,NA,NA,"Buller's mollymawk"
2025-07-28,8H 45M 2S,2025,7,28,"winter","morning",-46.6441671364009,168.339571561664,"1-1.5","2",10,"seabirds",NA,"mollymawk_sooty","Buller's_mollymawk",NA,1,"sitting_on_water","0-50m",NA,NA,"Buller's mollymawk"
2025-07-28,8H 45M 19S,2025,7,28,"winter","morning",-46.6424835892394,168.340900428593,"1-1.5","2",10,"seabirds",NA,"tern","tern_sp","dont_know",1,"flying_W",NA,NA,NA,"Unknown tern"
2025-07-28,8H 45M 29S,2025,7,28,"winter","morning",-46.6416521044448,168.341561006382,"1-1.5","2",10,"seabirds",NA,"mollymawk_sooty","Buller's_mollymawk",NA,1,"sitting_on_water","0-50m",NA,NA,"Buller's mollymawk"
2025-07-28,8H 46M 1S,2025,7,28,"winter","morning",-46.6386272013187,168.34389754571,"1-1.5","2",10,"seabirds",NA,"mollymawk_sooty","Buller's_mollymawk",NA,1,"flying_S",NA,NA,NA,"Buller's mollymawk"
2025-07-28,8H 46M 39S,2025,7,28,"winter","morning",-46.6351146809757,168.346616048366,"1-1.5","2",10,"seabirds",NA,"petrel","Cape_pigeon",NA,1,"sitting_on_water","50-100m",NA,NA,"Cape petrel"
2025-07-28,8H 51M 1S,2025,7,28,"winter","morning",-46.6127060400322,168.363424278796,"1-1.5","2",10,"seabirds",NA,"shag","spotted_shag",NA,1,"flying_S",NA,NA,NA,"Spotted shag"
2025-07-28,8H 51M 10S,2025,7,28,"winter","morning",-46.6119972663,168.363154549152,"1-1.5","2",10,"seabirds",NA,"mollymawk_sooty","Buller's_mollymawk",NA,1,"flying_W",NA,NA,NA,"Buller's mollymawk"
2025-07-28,8H 51M 16S,2025,7,28,"winter","morning",-46.6113765444607,168.362839305773,"1-1.5","2",10,"seabirds",NA,"shag","spotted_shag",NA,1,"flying_S",NA,NA,NA,"Spotted shag"
2025-07-28,8H 51M 43S,2025,7,28,"winter","morning",-46.609121854417,168.361367192119,"1-1.5","2",10,"seabirds",NA,"shag","other",NA,1,"sitting_on_water","50-100m",NA,NA,"Unknown shag"
2025-07-28,8H 51M 58S,2025,7,28,"winter","morning",-46.607739594765,168.360395142809,"1-1.5","2",NA,"effort","OFF",NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-15,16H 35M 33S,2025,8,15,"winter","afternoon",-46.6059357253835,168.359839925542,"1-1.5","2",11,"effort","ON",NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-15,16H 37M 44S,2025,8,15,"winter","afternoon",-46.619644202292,168.359226286411,"1-1.5","2",11,"seabirds",NA,"shag","other","adult",1,"flying_N",NA,NA,"Pied","Unknown shag"
2025-08-15,16H 38M 55S,2025,8,15,"winter","afternoon",-46.6268863761798,168.356276191771,"1-1.5","2",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-15,16H 39M 4S,2025,8,15,"winter","afternoon",-46.6277306852862,168.355942424387,"1-1.5","3",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-15,16H 40M 56S,2025,8,15,"winter","afternoon",-46.6393002262339,168.350853603333,"1.5-2","3",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-15,16H 41M 33S,2025,8,15,"winter","afternoon",-46.6429987410083,168.348839767277,"0.5-1","3",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-15,16H 45M 34S,2025,8,15,"winter","afternoon",-46.6670284001157,168.333759466186,"0.5-1","4",11,"seabirds",NA,"mollymawk_sooty","Thalassarche_sp",NA,1,"flying_S",NA,NA,NA,"Unknown (Thalassarche) mollymawk"
2025-08-15,16H 47M 8S,2025,8,15,"winter","afternoon",-46.6764293750748,168.328211484477,"0.5-1","4",11,"seabirds",NA,"mollymawk_sooty","Thalassarche_sp","dont_know",3,"foraging",NA,NA,"Follow boat","Unknown (Thalassarche) mollymawk"
2025-08-15,16H 47M 34S,2025,8,15,"winter","afternoon",-46.679284167476,168.326966017485,"0.5-1","4",11,"seabirds",NA,"mollymawk_sooty","Buller's_mollymawk",NA,2,"flying_S",NA,NA,NA,"Buller's mollymawk"
2025-08-15,16H 48M 30S,2025,8,15,"winter","afternoon",-46.6847216757014,168.323035743088,"0.5-1","4",11,"seabirds",NA,"mollymawk_sooty","Thalassarche_sp",NA,1,"flying_S",NA,NA,NA,"Unknown (Thalassarche) mollymawk"
2025-08-15,16H 51M 48S,2025,8,15,"winter","afternoon",-46.7042165994644,168.309422107413,"0.5-1","4",11,"seabirds",NA,"mollymawk_sooty","white-capped_mollymawk","dont_know",1,"flying_S",NA,NA,"Probably","White-capped mollymawk"
2025-08-15,16H 51M 56S,2025,8,15,"winter","afternoon",-46.7051002196968,168.308823136613,"0.5-1","4",11,"seabirds",NA,"mollymawk_sooty","Thalassarche_sp",NA,1,"flying_S",NA,NA,NA,"Unknown (Thalassarche) mollymawk"
2025-08-15,16H 52M 44S,2025,8,15,"winter","afternoon",-46.7096759425476,168.305374402553,"0.5-1","4",NA,"note",NA,NA,NA,NA,NA,NA,NA,NA,"Maybe yhat was a black browed it has stromg blsck wing tips",NA
2025-08-15,16H 53M 30S,2025,8,15,"winter","afternoon",-46.7141489451751,168.301982581615,"0.5-1","4",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-15,16H 58M 28S,2025,8,15,"winter","afternoon",-46.7434247536585,168.280075220391,"0.5-1","3",11,"seabirds",NA,"mollymawk_sooty","Thalassarche_sp",NA,1,"flying_S",NA,NA,NA,"Unknown (Thalassarche) mollymawk"
2025-08-15,17H 2M 37S,2025,8,15,"winter","afternoon",-46.7677424149588,168.260838417336,"0.5-1","3",11,"seabirds",NA,"diving_petrel","common_diving_petrel","dont_know",1,"flying_S",NA,NA,NA,"Common diving petrel"
2025-08-15,17H 3M 39S,2025,8,15,"winter","afternoon",-46.7736242897809,168.255877839401,"0.5-1","3",11,"seabirds",NA,"diving_petrel","common_diving_petrel",NA,1,"flying_W",NA,NA,NA,"Common diving petrel"
2025-08-15,17H 5M 0S,2025,8,15,"winter","afternoon",-46.7815832421184,168.249166784808,"0.5-1","3",11,"seabirds",NA,"diving_petrel","common_diving_petrel","dont_know",1,"flying_S",NA,NA,NA,"Common diving petrel"
2025-08-15,17H 5M 41S,2025,8,15,"winter","afternoon",-46.785598048009,168.246045196429,"0.5-1","3",11,"seabirds",NA,"diving_petrel","common_diving_petrel",NA,1,"flying_E",NA,NA,NA,"Common diving petrel"
2025-08-15,17H 6M 33S,2025,8,15,"winter","afternoon",-46.7908170400187,168.242350453511,"0.5-1","3",11,"seabirds",NA,"mollymawk_sooty","Buller's_mollymawk",NA,1,"flying_N",NA,NA,NA,"Buller's mollymawk"
2025-08-15,17H 6M 44S,2025,8,15,"winter","afternoon",-46.791895958595,168.241580240428,"0.5-1","3",11,"seabirds",NA,"diving_petrel","common_diving_petrel",NA,1,"flying_S",NA,NA,NA,"Common diving petrel"
2025-08-15,17H 6M 53S,2025,8,15,"winter","afternoon",-46.7927727056667,168.240919243544,"0.5-1","3",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-15,17H 7M 3S,2025,8,15,"winter","afternoon",-46.7937799170613,168.240232346579,"0-0.5","3",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-15,17H 7M 58S,2025,8,15,"winter","afternoon",-46.7991351149976,168.236016081646,"0-0.5","3",11,"seabirds",NA,"diving_petrel","common_diving_petrel",NA,1,"flying_S",NA,NA,NA,"Common diving petrel"
2025-08-15,17H 8M 29S,2025,8,15,"winter","afternoon",-46.8021201621741,168.233515927568,"0-0.5","3",11,"seabirds",NA,"mollymawk_sooty","Thalassarche_sp","dont_know",1,"flying_S",NA,NA,"Bullers  prob","Unknown (Thalassarche) mollymawk"
2025-08-15,17H 10M 56S,2025,8,15,"winter","afternoon",-46.8158564250916,168.221289245412,"0-0.5","3",11,"seabirds",NA,"diving_petrel","common_diving_petrel",NA,1,"flying_E",NA,NA,NA,"Common diving petrel"
2025-08-15,17H 16M 20S,2025,8,15,"winter","afternoon",-46.8464492820203,168.193782437593,"0-0.5","3",11,"seabirds",NA,"mollymawk_sooty","Thalassarche_sp",NA,2,"flying_E",NA,NA,NA,"Unknown (Thalassarche) mollymawk"
2025-08-15,17H 17M 35S,2025,8,15,"winter","afternoon",-46.8539774464443,168.187540350482,"0-0.5","3",11,"seabirds",NA,"mollymawk_sooty","Thalassarche_sp",NA,1,"flying_N",NA,NA,NA,"Unknown (Thalassarche) mollymawk"
2025-08-15,17H 18M 47S,2025,8,15,"winter","afternoon",-46.8610116653144,168.181259874254,"0-0.5","3",11,"seabirds",NA,"mollymawk_sooty","Buller's_mollymawk",NA,1,"flying_E",NA,NA,NA,"Buller's mollymawk"
2025-08-15,17H 20M 3S,2025,8,15,"winter","afternoon",-46.8682847684249,168.174347570166,"0-0.5","3",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-15,17H 20M 10S,2025,8,15,"winter","afternoon",-46.8689324799925,168.173700319603,"0-0.5","3",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-15,17H 22M 19S,2025,8,15,"winter","afternoon",-46.8806487461552,168.160348199308,"0-0.5","1",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-15,17H 22M 27S,2025,8,15,"winter","afternoon",-46.8812585296109,168.159550828859,"0-0.5","2",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-15,17H 24M 8S,2025,8,15,"winter","afternoon",-46.8888003565371,168.146922653541,"0-0.5","1",NA,"effort","OFF",NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-15,17H 24M 20S,2025,8,15,"winter","afternoon",-46.8896028818563,168.145115766674,"0-0.5","1",NA,"effort","OFF",NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-16,7H 59M 13S,2025,8,16,"winter","morning",-46.8910649372265,168.142332052812,"0-0.5","1",NA,"note",NA,NA,NA,NA,NA,NA,NA,NA,"Rain on window blocking a bit of vis",NA
2025-08-16,7H 59M 44S,2025,8,16,"winter","morning",-46.8892131652683,168.14621899277,"0-0.5","1",12,"effort","ON",NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-16,8H 0M 33S,2025,8,16,"winter","morning",-46.8855157820508,168.152046762407,"0-0.5","1",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-16,8H 0M 39S,2025,8,16,"winter","morning",-46.8849636660889,168.152680434287,"0-0.5","2",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-16,8H 2M 10S,2025,8,16,"winter","morning",-46.8764131190255,168.161393590271,"0-0.5","2",12,"seabirds",NA,"shag","pied_shag",NA,1,"flying_S",NA,NA,NA,"Pied shag"
2025-08-16,8H 2M 46S,2025,8,16,"winter","morning",-46.8729246966541,168.164557339624,"0-0.5","2",12,"seabirds",NA,"shag","black_shag",NA,1,"flying_W",NA,NA,NA,"Black shag"
2025-08-16,8H 3M 8S,2025,8,16,"winter","morning",-46.8707412108779,168.166383840144,"0-0.5","2",12,"seabirds",NA,"shag","shag_sp","dont_know",1,"sitting_on_water","50-100m",NA,"Black or si bronze","Unknown shag"
2025-08-16,8H 3M 53S,2025,8,16,"winter","morning",-46.8663527816534,168.170105321333,"0-0.5","2",12,"seabirds",NA,"mollymawk_sooty","Buller's_mollymawk",NA,1,"flying_E",NA,NA,NA,"Buller's mollymawk"
2025-08-16,8H 4M 3S,2025,8,16,"winter","morning",-46.8652565963566,168.170969327912,"0-0.5","2",12,"seabirds",NA,"mollymawk_sooty","Buller's_mollymawk",NA,1,"flying_N",NA,NA,NA,"Buller's mollymawk"
2025-08-16,8H 4M 46S,2025,8,16,"winter","morning",-46.8611127929762,168.174421750009,"0-0.5","2",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-16,8H 15M 28S,2025,8,16,"winter","morning",-46.7974967462942,168.226283015683,"0-0.5","1",12,"seabirds",NA,"diving_petrel","common_diving_petrel","adult",1,"sitting_on_water","0-50m",NA,NA,"Common diving petrel"
2025-08-16,8H 19M 6S,2025,8,16,"winter","morning",-46.7760434327647,168.244076455012,"0-0.5","1",12,"seabirds",NA,"diving_petrel","common_diving_petrel",NA,1,"flying_W",NA,NA,NA,"Common diving petrel"
2025-08-16,8H 21M 19S,2025,8,16,"winter","morning",-46.7629666579887,168.254711329937,"0-0.5","1",12,"seabirds",NA,"mollymawk_sooty","Buller's_mollymawk",NA,1,"flying_W",NA,NA,NA,"Buller's mollymawk"
2025-08-16,8H 25M 37S,2025,8,16,"winter","morning",-46.7371580237523,168.274686075747,"0-0.5","1",12,"seabirds",NA,"diving_petrel","common_diving_petrel",NA,1,"flying_S",NA,NA,NA,"Common diving petrel"
2025-08-16,8H 26M 24S,2025,8,16,"winter","morning",-46.7326477635652,168.27828777954,"0-0.5","1",12,"seabirds",NA,"mollymawk_sooty","Buller's_mollymawk",NA,1,"flying_S",NA,NA,NA,"Buller's mollymawk"
2025-08-16,8H 40M 26S,2025,8,16,"winter","morning",-46.6478214785457,168.338750302792,"0-0.5","1",12,"seabirds",NA,"mollymawk_sooty","Thalassarche_sp",NA,1,"flying_S",NA,NA,NA,"Unknown (Thalassarche) mollymawk"
2025-08-16,8H 42M 32S,2025,8,16,"winter","morning",-46.635360061191,168.348828619346,"0-0.5","1",12,"seabirds",NA,"mollymawk_sooty","Buller's_mollymawk",NA,4,"flying_E",NA,NA,NA,"Buller's mollymawk"
2025-08-16,8H 43M 9S,2025,8,16,"winter","morning",-46.631818707101,168.351699002087,"0-0.5","1",12,"seabirds",NA,"mollymawk_sooty","Buller's_mollymawk",NA,2,"flying_N",NA,NA,NA,"Buller's mollymawk"
2025-08-16,8H 43M 52S,2025,8,16,"winter","morning",-46.6278171446174,168.354781363159,"0-0.5","1",12,"seabirds",NA,"gull","black-backed_gull",NA,1,"flying_W",NA,NA,NA,"Black-backed gull"
2025-08-16,8H 46M 9S,2025,8,16,"winter","morning",-46.6146753681824,168.363438025117,"0-0.5","1",12,"seabirds",NA,"gull","red-billed_gull",NA,1,"flying_N",NA,NA,NA,"Red-billed gull"
2025-08-16,8H 46M 50S,2025,8,16,"winter","morning",-46.6102628409863,168.36242582649,"0-0.5","1",12,"seabirds",NA,"gull","red-billed_gull",NA,1,"flying_S",NA,NA,NA,"Red-billed gull"
2025-08-16,8H 47M 16S,2025,8,16,"winter","morning",-46.6076625231653,168.361308099702,"0-0.5","1",NA,"effort","OFF",NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-16,9H 45M 41S,2025,8,16,"winter","morning",-46.6070423880592,168.361343136057,"0-0.5","1",13,"effort","ON",NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-16,9H 46M 24S,2025,8,16,"winter","morning",-46.6123382840306,168.362909294665,"0-0.5","1",13,"seabirds",NA,"gull","red-billed_gull",NA,2,"flying_N",NA,NA,NA,"Red-billed gull"
2025-08-16,9H 46M 45S,2025,8,16,"winter","morning",-46.614797366783,168.361858874559,"0-0.5","1",13,"seabirds",NA,"gull","red-billed_gull",NA,1,"sitting_on_water","50-100m",NA,NA,"Red-billed gull"
2025-08-16,9H 46M 54S,2025,8,16,"winter","morning",-46.6159770358354,168.361126882955,"0-0.5","1",13,"seabirds",NA,"shag","stewart_island_shag",NA,1,"flying_N",NA,"bronze",NA,"Stewart Island shag"
2025-08-16,9H 47M 55S,2025,8,16,"winter","morning",-46.6230585705489,168.357027210295,"0-0.5","1",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-16,9H 47M 59S,2025,8,16,"winter","morning",-46.623654733412,168.356713056564,"0-0.5","2",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-16,9H 48M 45S,2025,8,16,"winter","morning",-46.6288923332468,168.353714179248,"0-0.5","2",13,"seabirds",NA,"mollymawk_sooty","Buller's_mollymawk",NA,1,"flying_S",NA,NA,NA,"Buller's mollymawk"
2025-08-16,9H 49M 2S,2025,8,16,"winter","morning",-46.6307320771739,168.352376343682,"0-0.5","2",13,"seabirds",NA,"mollymawk_sooty","Buller's_mollymawk",NA,3,"flying_W",NA,NA,NA,"Buller's mollymawk"
2025-08-16,9H 49M 19S,2025,8,16,"winter","morning",-46.6325856512412,168.35108586587,"0-0.5","2",13,"seabirds",NA,"shag","pied_shag",NA,1,"flying_W",NA,NA,NA,"Pied shag"
2025-08-16,9H 51M 43S,2025,8,16,"winter","morning",-46.6476684249938,168.339672647417,"0-0.5","2",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-16,9H 52M 13S,2025,8,16,"winter","morning",-46.6510025784373,168.337814379483,"0-0.5","1",NA,"note",NA,NA,NA,NA,NA,NA,NA,NA,"Vis great",NA
2025-08-16,9H 52M 50S,2025,8,16,"winter","morning",-46.6549379657954,168.335795262828,"0-0.5","1",13,"seabirds",NA,"mollymawk_sooty","Thalassarche_sp",NA,1,"flying_N",NA,NA,NA,"Unknown (Thalassarche) mollymawk"
2025-08-16,9H 58M 34S,2025,8,16,"winter","morning",-46.6905064042658,168.309664176777,"0-0.5","1",13,"seabirds",NA,"albatross","northern_royal_albatross","adult",1,"sitting_on_water","50-100m",NA,"Pronably northern? patch of white on wing","Northern royal albatross"
2025-08-16,10H 15M 19S,2025,8,16,"winter","morning",-46.791747934185,168.230967158452,"0-0.5","1",13,"seabirds",NA,"diving_petrel","common_diving_petrel",NA,1,"flying_W",NA,NA,NA,"Common diving petrel"
2025-08-16,10H 19M 27S,2025,8,16,"winter","morning",-46.8160078441724,168.20993989706,"0-0.5","1",13,"seabirds",NA,"gull","red-billed_gull",NA,2,"flying_W",NA,NA,NA,"Red-billed gull"
2025-08-16,10H 19M 36S,2025,8,16,"winter","morning",-46.8168079806492,168.20926297456,"0-0.5","1",13,"seabirds",NA,"diving_petrel","common_diving_petrel",NA,2,"flying_N",NA,NA,NA,"Common diving petrel"
2025-08-16,10H 28M 28S,2025,8,16,"winter","morning",-46.8679009610787,168.166157528758,"0-0.5","1",13,"seabirds",NA,"mollymawk_sooty","Thalassarche_sp",NA,1,"sitting_on_water",NA,NA,NA,"Unknown (Thalassarche) mollymawk"
2025-08-16,10H 30M 40S,2025,8,16,"winter","morning",-46.8805523542687,168.15547102131,"0-0.5","1",13,"seabirds",NA,"gull","black-backed_gull",NA,1,"sitting_on_water","100-200m",NA,NA,"Black-backed gull"
2025-08-16,10H 32M 17S,2025,8,16,"winter","morning",-46.8896334338933,168.145739547908,"0-0.5","1",13,"seabirds",NA,"mollymawk_sooty","white-capped_mollymawk",NA,1,"sitting_on_water","100-200m",NA,NA,"White-capped mollymawk"
2025-08-16,10H 32M 23S,2025,8,16,"winter","morning",-46.8899018224329,168.145009819418,"0-0.5","1",NA,"effort","OFF",NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-16,14H 55M 29S,2025,8,16,"winter","afternoon",-46.8897313345224,168.145357836038,"0-0.5","1",14,"effort","ON",NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-16,14H 56M 18S,2025,8,16,"winter","afternoon",-46.8860777048394,168.151496490464,"0-0.5","1",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-16,14H 56M 27S,2025,8,16,"winter","afternoon",-46.8853090843186,168.152435515076,"0-0.5","2",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-16,14H 56M 32S,2025,8,16,"winter","afternoon",-46.8848902406171,168.152944967151,"0-0.5","1",NA,"weather_conditions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-16,14H 58M 17S,2025,8,16,"winter","afternoon",-46.8752923747525,168.162436131388,"0-0.5","1",14,"seabirds",NA,"shag","stewart_island_shag",NA,1,"flying_W",NA,"bronze",NA,"Stewart Island shag"
2025-08-16,14H 58M 39S,2025,8,16,"winter","afternoon",-46.8731934623793,168.164231535047,"0-0.5","1",14,"seabirds",NA,"shag","shag_sp",NA,1,"flying_E",NA,NA,NA,"Unknown shag"
