"date","id","year","month","day","season","time_of_day","time","lat","lon","swell","beaufort","home_screen","effort","age","species","species_nice_name","group","count","behaviour","distance_band","shag_plumage","scientific_name","dist_to_coast","dist_to_mainland","region_mainland","region_islands"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 16M 53S",-46.8117157230154,168.21721564047,"0.5-1",4,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",2,"flying_W",NA,NA,"Pelecanoides urinatrix",1525.75875991329,7779.2435758778,"Offshore","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 17M 11S",-46.8100744625553,168.218710301444,"0.5-1",4,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",1,"flying_W",NA,NA,"Pelecanoides urinatrix",1463.74195443876,7988.8879886603,"Offshore","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 17M 2S",-46.8107707891613,168.218011585996,"0.5-1",4,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",1,"flying_W",NA,NA,"Pelecanoides urinatrix",1491.30664811416,7896.44651059379,"Offshore","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 18M 48S",-46.8012365838513,168.226642431691,"0-0.5",4,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",1,"flying_W",NA,NA,"Pelecanoides urinatrix",1653.65761239737,9116.12227811703,"Offshore","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 18M 56S",-46.800433807075,168.227371992543,"0-0.5",4,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_E",NA,NA,"Ardenna grisea",1708.34125681902,9219.30659419303,"Offshore","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 19M 12S",-46.798978834413,168.228673283011,"0-0.5",4,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",1,"flying_W",NA,NA,"Pelecanoides urinatrix",1819.33303533931,9405.35019888679,"Offshore","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 22M 19S",-46.7821814585477,168.243668843061,"0-0.5",4,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",2,"flying_E",NA,NA,"Ardenna grisea",3475.85358076912,11560.592369793,"Offshore","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 22M 38S",-46.7805453110486,168.245290406048,"0-0.5",4,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",2,"flying_E",NA,NA,"Ardenna grisea",3666.59438146591,11779.1434126453,"Offshore","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 22M 3S",-46.7836270434782,168.24239638634,"0-0.5",4,"seabirds",NA,NA,"white-capped_mollymawk","White-capped mollymawk","mollymawk_sooty",1,"flying_S",NA,NA,"Thalassarche cauta steadi",3310.49540901355,11375.4885482442,"Offshore","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 22M 45S",-46.7799135250971,168.245854424313,"0-0.5",4,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_E",NA,NA,"Ardenna grisea",3740.62540815866,11860.4863177339,"Offshore","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 22M 53S",-46.7792335012928,168.246546518058,"0-0.5",4,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_E",NA,NA,"Ardenna grisea",3821.4079065749,11952.2406090231,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 23M 24S",-46.7765473946929,168.249112218618,"0-0.5",4,"seabirds",NA,NA,"Thalassarche_sp","Unknown (Thalassarche) mollymawk","mollymawk_sooty",1,"flying_S",NA,NA,"Thalassarche spp.",4143.20073001614,12306.4917836113,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 23M 49S",-46.7742630746216,168.250978197902,"0-0.5",4,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_S",NA,NA,"Ardenna grisea",4416.87008845595,12592.4531045749,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 24M 30S",-46.7705653980374,168.254317296669,"0-0.5",4,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_E",NA,NA,"Ardenna grisea",4869.16275781355,13071.2628543999,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 25M 2S",-46.7676394432783,168.25656012632,"0-0.5",4,"seabirds",NA,NA,"fairy_prion","Fairy prion","prion",1,"flying_N",NA,NA,"Pachyptila turtur",5223.9974896078,13431.1386578402,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 26M 1S",-46.7624610615894,168.261073194444,"0-0.5",4,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",1,"flying_W",NA,NA,"Pelecanoides urinatrix",5866.49559649452,14094.9483519269,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 26M 50S",-46.7579830717295,168.264930546284,"0-0.5",4,"seabirds",NA,NA,"fairy_prion","Fairy prion","prion",1,"flying_W",NA,NA,"Pachyptila turtur",6425.74493354572,14667.3474940475,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 27M 17S",-46.7555604083464,168.266972629353,"0-0.5",4,"seabirds",NA,NA,"fairy_prion","Fairy prion","prion",3,"flying_W",NA,NA,"Pachyptila turtur",6728.63427680269,14975.101077952,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 27M 25S",-46.7547959787771,168.267577718943,"0-0.5",4,"seabirds",NA,NA,"fairy_prion","Fairy prion","prion",1,"flying_W",NA,NA,"Pachyptila turtur",6823.46925039832,15070.385721915,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 27M 7S",-46.7565810726956,168.266170816496,"0-0.5",4,"seabirds",NA,"dont_know","common_diving_petrel","Common diving petrel","diving_petrel",1,"flying_W",NA,NA,"Pelecanoides urinatrix",6602.23032179476,14848.1951801976,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 29M 48S",-46.7422260157764,168.278884403408,"0-0.5",3,"seabirds",NA,NA,"fairy_prion","Fairy prion","prion",1,"flying_W",NA,NA,"Pachyptila turtur",8423.89875423915,13589.5448653201,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 30M 1S",-46.741027822718,168.279969608411,"0-0.5",3,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",1,"flying_W",NA,NA,"Pelecanoides urinatrix",8577.46994888168,13438.1682142436,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 30M 23S",-46.7389347776771,168.281727125868,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_E",NA,NA,"Ardenna grisea",8842.30407201659,13177.0018724933,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 30M 54S",-46.7360508581623,168.283928129822,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",2,"flying_E",NA,NA,"Ardenna grisea",9201.56664994758,12822.2804180947,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 31M 1S",-46.7353109037504,168.284474126995,"0-0.5",3,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",1,"flying_W",NA,NA,"Pelecanoides urinatrix",9293.27002358867,12731.7234242909,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 31M 26S",-46.7331341654062,168.286448484287,"0-0.5",3,"seabirds",NA,NA,"shearwater_sp","Unknown shearwater","shearwater",1,"flying_W",NA,NA,"Procellariidae (shearwater) spp.",9573.21085073439,12457.9010890947,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 31M 53S",-46.7307454906404,168.288696845993,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",2,"flying_W",NA,NA,"Ardenna grisea",9883.03278146823,12156.3805349719,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 32M 10S",-46.7291095945984,168.290068879724,"0-0.5",3,"seabirds",NA,NA,"stewart_island_shag","Stewart Island shag","shag",1,"flying_S",NA,"pied","Leucocarbo chalconotus",10090.6945332474,11953.5959514788,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 32M 20S",-46.7280890140682,168.290806571022,"0-0.5",3,"seabirds",NA,NA,"Thalassarche_sp","Unknown (Thalassarche) mollymawk","mollymawk_sooty",1,"flying_S",NA,NA,"Thalassarche spp.",10216.9399266336,11829.5038304294,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 32M 39S",-46.7263181693852,168.292242474854,"0-0.5",3,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",1,"flying_W",NA,NA,"Pelecanoides urinatrix",10440.4559481441,11611.339563421,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 32M 54S",-46.7249547690153,168.293277472258,"0-0.5",3,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",1,"flying_W",NA,NA,"Pelecanoides urinatrix",10598.1461065227,11444.8856907285,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 33M 17S",-46.7230356484652,168.294914877042,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",2,"flying_E",NA,NA,"Ardenna grisea",10585.3905186948,11207.4880150232,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 33M 43S",-46.7204779107124,168.296791920438,"0-0.5",3,"seabirds",NA,NA,"white-capped_mollymawk","White-capped mollymawk","mollymawk_sooty",1,"flying_W",NA,NA,"Thalassarche cauta steadi",10591.005358063,10897.2094799198,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 33M 6S",-46.7239843960851,168.29399228096,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_E",NA,NA,"Ardenna grisea",10599.897025963,11326.9031800631,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 34M 14S",-46.717616119422,168.299276065081,"0-0.5",3,"seabirds",NA,NA,"other_mollymawk","Unknown mollymawk","mollymawk_sooty",1,"flying_W",NA,NA,"other_mollymawk",10544.0068758192,10544.0067834911,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 34M 41S",-46.7151327710599,168.301418563351,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_W",NA,NA,"Ardenna grisea",10238.7078565169,10238.7077643305,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 35M 50S",-46.7088888399303,168.306578211486,"0-0.5",3,"seabirds",NA,"dont_know","sooty_shearwater","Sooty shearwater","shearwater",1,"flying_E",NA,NA,"Ardenna grisea",9478.92330250471,9478.92321072724,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 36M 27S",-46.7055284930393,168.309057829902,"0-0.5",3,"seabirds",NA,NA,"fairy_prion","Fairy prion","prion",3,"flying_S",NA,NA,"Pachyptila turtur",9076.76246579029,9076.76237424224,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 36M 46S",-46.703906301409,168.310560621321,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_E",NA,NA,"Ardenna grisea",8879.18697732024,8879.18688594653,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 36M 5S",-46.7074159299955,168.307587895542,"0-0.5",3,"seabirds",NA,NA,"fairy_prion","Fairy prion","prion",1,"flying_W",NA,NA,"Pachyptila turtur",9303.56167708521,9303.56158539282,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 37M 29S",-46.6999693633989,168.313707439229,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_W",NA,NA,"Ardenna grisea",8407.37090954641,8407.37085445411,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 37M 4S",-46.7022567009553,168.311876328662,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_W",NA,NA,"Ardenna grisea",8681.59768784562,8681.59763302207,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 38M 54S",-46.6925215814263,168.319935193285,"0-0.5",3,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",1,"flying_W",NA,NA,"Pelecanoides urinatrix",7517.14515495732,7517.14509320922,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 39M 1S",-46.6918250871822,168.320493176579,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_W",NA,NA,"Ardenna grisea",7434.73735143576,7434.73728952194,"Offshore","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 39M 38S",-46.6884973039851,168.323201285675,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_E",NA,NA,"Ardenna grisea",7042.6497503605,7042.64968760214,"Coastal","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 3M 14S",-46.8857814883813,168.151929415762,"0.5-1",3,"seabirds",NA,"dont_know","red-billed_gull","Red-billed gull","gull",1,"flying_S",NA,NA,"Chroicocephalus novaehollandiae scopulinus",308.851766372078,308.851829764249,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 3M 4S",-46.8867337144911,168.150911768898,"0.5-1",3,"seabirds",NA,NA,"pied_shag","Pied shag","shag",1,"flying_E",NA,NA,"Phalacrocorax varius",235.240785222731,235.240817055408,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 40M 30S",-46.6838688589633,168.326746495441,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_W",NA,NA,"Ardenna grisea",6505.19494671934,6505.19488277281,"Coastal","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 40M 58S",-46.68126355391,168.328470652923,"0-0.5",3,"seabirds",NA,NA,"other_petrel","Unknown petrel","petrel",1,"flying_W",NA,NA,"Procellariidae (petrel) spp.",6207.32617900848,6207.32611445201,"Coastal","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 41M 31S",-46.6781250759959,168.330554394051,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_W",NA,NA,"Ardenna grisea",5851.32130256311,5851.32123721812,"Coastal","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 42M 20S",-46.6734947450459,168.33384051919,"0-0.5",3,"seabirds",NA,NA,"other_petrel","Unknown petrel","petrel",2,"flying_W",NA,NA,"Procellariidae (petrel) spp.",5329.95824946667,5329.958230344,"Coastal","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 43M 28S",-46.6669516637921,168.337876657024,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_W",NA,NA,"Ardenna grisea",4601.88220970103,4601.88219170451,"Coastal","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 43M 6S",-46.6690625203773,168.336594644934,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_W",NA,NA,"Ardenna grisea",4834.65139987957,4834.65138148039,"Coastal","Offshore"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 45M 1S",-46.6581236757338,168.343082405627,"0-0.5",3,"seabirds",NA,NA,"Thalassarche_sp","Unknown (Thalassarche) mollymawk","mollymawk_sooty",1,"flying_W",NA,NA,"Thalassarche spp.",3656.83362559101,3656.83361955358,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 45M 41S",-46.6540909325704,168.345125159249,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_W",NA,NA,"Ardenna grisea",3239.78420804447,3239.78420718982,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 46M 31S",-46.649398743175,168.347885403782,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_W",NA,NA,"Ardenna grisea",2778.58081069511,2778.58086368002,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 46M 58S",-46.6466706013307,168.348886789754,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",4,"flying_W",NA,NA,"Ardenna grisea",2500.69640983597,2500.69635904374,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 47M 12S",-46.6452500782907,168.349394313991,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",2,"flying_W",NA,NA,"Ardenna grisea",2353.69227454422,2353.6922262943,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 47M 47S",-46.6416614502668,168.350448170677,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_W",NA,NA,"Ardenna grisea",1985.85148079978,1985.85147708792,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 48M 0S",-46.6403306974098,168.350960304961,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_W",NA,NA,"Ardenna grisea",1856.48108851146,1856.48108953082,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 48M 26S",-46.6379394661635,168.351869489998,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",16,"flying_W",NA,NA,"Ardenna grisea",1633.98902824911,1633.98903954019,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 48M 44S",-46.6360030788928,168.35244490765,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",12,"flying_W",NA,NA,"Ardenna grisea",1441.72601699521,1441.72597635744,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 48M 55S",-46.634997962974,168.35273928009,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_W",NA,NA,"Ardenna grisea",1340.49706929044,1340.49702939575,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 49M 16S",-46.6328193806112,168.353588115424,"0-0.5",3,"seabirds",NA,NA,"pied_shag","Pied shag","shag",1,"flying_W",NA,NA,"Phalacrocorax varius",1135.88263955782,1135.88260233788,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 49M 26S",-46.6316788131371,168.35395893082,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",4,"flying_W",NA,NA,"Ardenna grisea",1034.185484538,1034.18542702774,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 49M 41S",-46.6302850702778,168.35460643284,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",4,"flying_W",NA,NA,"Ardenna grisea",924.231273243254,924.231145633346,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 49M 55S",-46.628939229995,168.355405060574,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_W",NA,NA,"Ardenna grisea",817.993263799696,817.993182639564,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 4M 35S",-46.878711101599,168.158927215263,"0.5-1",3,"seabirds",NA,NA,"white-fronted_tern","White-fronted tern","tern",1,"flying_S",NA,NA,"Sterna striata",651.237466738756,651.237452407122,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 51M 32S",-46.6189498454332,168.360448451713,"0-0.5",3,"seabirds",NA,NA,"red-billed_gull","Red-billed gull","gull",3,"flying_S",NA,NA,"Chroicocephalus novaehollandiae scopulinus",519.227261352993,519.227286351864,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 51M 42S",-46.6179405804724,168.36102780886,"0-0.5",3,"seabirds",NA,NA,"red-billed_gull","Red-billed gull","gull",1,"flying_S",NA,NA,"Chroicocephalus novaehollandiae scopulinus",517.944333716685,517.944352381069,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 51M 7S",-46.621454693377,168.359396606684,"0-0.5",3,"seabirds",NA,NA,"tern_sp","Unknown tern","tern",1,"flying_W",NA,NA,"Sternidae spp.",467.682979720218,467.683012500354,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 52M 32S",-46.6127056628466,168.363160667941,"0-0.5",3,"seabirds",NA,NA,"gull_sp","Unknown gull","gull",1,"dont_know",NA,NA,"Laridae spp.",258.434653936745,258.434693560048,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 5M 48S",-46.8722890131176,168.164963023737,"0.5-1",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_E",NA,NA,"Ardenna grisea",1317.76019659317,1317.76022076405,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 7M 39S",-46.8622861756012,168.174115056172,"0.5-1",4,"seabirds",NA,NA,"tern_sp","Unknown tern","tern",1,"flying_W",NA,NA,"Sternidae spp.",494.597714854009,2207.87664764061,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 7M 53S",-46.8609964940697,168.175239656121,"0.5-1",4,"seabirds",NA,NA,"tern_sp","Unknown tern","tern",1,"flying_S",NA,NA,"Sternidae spp.",426.25127578316,2291.40627975409,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 7M 8S",-46.8651665328071,168.171587996185,"0.5-1",4,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",3,"flying_W",NA,NA,"Pelecanoides urinatrix",762.403781061124,2057.18649994227,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 8M 12S",-46.8592863343656,168.176830373704,"0.5-1",4,"seabirds",NA,NA,"tern_sp","Unknown tern","tern",3,"flying_W",NA,NA,"Sternidae spp.",427.164795922163,2423.0831737168,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 8M 37S",-46.8571498291567,168.178768018261,"0.5-1",4,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",1,"flying_W",NA,NA,"Pelecanoides urinatrix",562.695152935957,2601.98464840605,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 8M 3S",-46.8601512210444,168.175977179781,"0.5-1",4,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",1,"flying_W",NA,NA,"Pelecanoides urinatrix",408.434204301544,2351.01618819389,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 9M 18S",-46.8533873185515,168.182182218879,"0.5-1",4,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",1,"flying_W",NA,NA,"Pelecanoides urinatrix",961.858734662483,2955.40717386724,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 9M 28S",-46.8524726852775,168.183000627905,"0.5-1",4,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",1,"sitting_on_water","0-50m",NA,"Pelecanoides urinatrix",1069.96786267404,3046.32803005008,"Coastal","Coastal"
"2025-10-31",36,2025,"October",31,"Spring","morning","8H 9M 43S",-46.8511123862118,168.184218350798,"0.5-1",4,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",2,"flying_W",NA,NA,"Pelecanoides urinatrix",1234.5834751924,3185.04948333049,"Coastal","Coastal"
"2025-11-18",38,2025,"November",18,"Spring","morning","10H 10M 14S",-46.7321828193963,168.268045345321,"0-0.5",3,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",2,"flying_W",NA,NA,"Pelecanoides urinatrix",9262.39476566313,12807.509421473,"Offshore","Offshore"
"2025-11-18",38,2025,"November",18,"Spring","morning","10H 10M 33S",-46.7341303545982,168.266588738188,"0-0.5",3,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",1,"flying_E",NA,NA,"Pelecanoides urinatrix",9026.74550473566,13049.818168479,"Offshore","Offshore"
"2025-11-18",38,2025,"November",18,"Spring","morning","10H 11M 22S",-46.7391879111528,168.26353370212,"0-0.5",3,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",1,"flying_W",NA,NA,"Pelecanoides urinatrix",8427.97804738021,13658.4484676585,"Offshore","Offshore"
"2025-11-18",38,2025,"November",18,"Spring","morning","10H 17M 37S",-46.7761490447447,168.235786082223,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_E",NA,NA,"Ardenna grisea",4156.63964536895,11714.5836346759,"Offshore","Offshore"
"2025-11-18",38,2025,"November",18,"Spring","morning","10H 19M 15S",-46.7864330112934,168.230428956449,"0-0.5",3,"seabirds",NA,NA,"fluttering_Hutton's_shearwater","Fluttering/Hutton's shearwater","shearwater",1,"flying_N",NA,NA,"Puffinus gavia/huttoni",3096.92476356534,10556.2526203451,"Offshore","Coastal"
"2025-11-18",38,2025,"November",18,"Spring","morning","10H 21M 32S",-46.8003015825525,168.221166115254,"0-0.5",3,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",1,"flying_W",NA,NA,"Pelecanoides urinatrix",1968.68320080512,8915.87848368403,"Offshore","Coastal"
"2025-11-18",38,2025,"November",18,"Spring","morning","10H 22M 38S",-46.8070705560967,168.217209521681,"0-0.5",3,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",1,"sitting_on_water","0-50m",NA,"Pelecanoides urinatrix",1704.11242180986,8152.4745763877,"Offshore","Coastal"
"2025-11-18",38,2025,"November",18,"Spring","morning","10H 22M 7S",-46.8039783462882,168.219303321093,"0-0.5",3,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",1,"flying_S",NA,NA,"Pelecanoides urinatrix",1768.63907865466,8514.58817771779,"Offshore","Coastal"
"2025-11-18",38,2025,"November",18,"Spring","morning","10H 23M 23S",-46.8116787169129,168.214592523873,"0-0.5",3,"seabirds",NA,NA,"sooty_shearwater","Sooty shearwater","shearwater",1,"flying_E",NA,NA,"Ardenna grisea",1722.69520864867,7642.40619376311,"Offshore","Coastal"
"2025-11-18",38,2025,"November",18,"Spring","morning","10H 24M 28S",-46.8182552419603,168.210605503991,"0-0.5",3,"seabirds",NA,NA,"common_diving_petrel","Common diving petrel","diving_petrel",1,"flying_E",NA,NA,"Pelecanoides urinatrix",1225.23644171403,6911.13996315715,"Coastal","Coastal"
